logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	neglogpadj
-0.354883985	5.199607881	-3.067574522	0.002269653	0.01413522	-1.854988218	SLC44A3	1.849697428
-0.177208647	3.018758745	-3.049983518	0.002404394	0.014626317	-1.696598457	SLC25A51	1.834865018
-0.336034206	5.124662142	-3.047060527	0.002427482	0.014716455	-1.896273262	SLC25A42	1.832196793
0.234138996	4.667598187	3.044907274	0.00244462	0.014746431	-1.909252921	ABCB8	1.831313077
-0.356053582	4.172840363	-2.993780756	0.00288561	0.016556504	-1.988600927	SLC30A1	1.781031362
0.212166133	7.102841259	2.993670189	0.002886638	0.016556504	-2.094537877	MGAT4B	1.781031362
-0.209497925	5.835093032	-2.969280898	0.00312176	0.017512385	-2.159686672	SLC23A2	1.756654704
0.145198266	5.776049849	2.965499423	0.003159744	0.017652898	-2.17598203	ABCF2	1.753183988
-0.402662845	5.750547847	-2.896083807	0.003936417	0.020729601	-2.350406989	EPHX2	1.683409057
0.602278616	5.389731149	2.893559527	0.003967687	0.020845095	-2.36661207	SLC7A5	1.680996121
-0.244443647	5.468519168	-2.872004669	0.004244063	0.021810762	-2.41500922	DHRS4	1.661329161
0.310786137	5.393306242	2.862597612	0.004370079	0.022183804	-2.448705265	SLC15A3	1.653963981
0.329369716	6.336279922	2.834700425	0.004764045	0.023534462	-2.545695097	UCP2	1.628295725
0.339212367	3.240553561	2.815979274	0.005046217	0.024517037	-2.400238798	ABCA7	1.610532018
0.179154511	5.693382554	2.80420141	0.005231416	0.025104781	-2.614413347	HSD17B10	1.600243563
-0.213990612	3.377447764	-2.768172856	0.005836802	0.027228681	-2.498462472	SLC36A4	1.564973396
0.170711463	4.224082344	2.755448764	0.006065295	0.027923821	-2.674658269	NAA40	1.554025155
0.19264657	4.390544862	2.752058012	0.006127533	0.028112176	-2.691448033	SLC5A6	1.551105537
0.279370199	6.884917221	2.74763143	0.006209652	0.028395175	-2.775979254	GALNT2	1.54675545
0.34131677	3.854110488	2.745120441	0.006256674	0.028504778	-2.636563083	NAT14	1.545082337
-0.41165638	4.586575651	-2.732461634	0.006498662	0.029156094	-2.734208865	GSTM3	1.535270658
-1.013469813	4.818283824	-2.72640065	0.006617488	0.029498165	-2.666255256	SLC5A10	1.530204999
0.26826654	3.418792229	2.721600257	0.006712986	0.029799786	-2.636893356	SLC29A3	1.525786855
-0.434566448	4.181232568	-2.710152263	0.006945763	0.030579531	-2.78896247	SLC7A8	1.51456918
-0.973360174	6.810589294	-2.694825524	0.007268787	0.031565082	-2.90780944	SLC22A2	1.500793078
-0.742835092	5.536122001	-2.683696203	0.007511753	0.032180237	-2.920720714	SLC16A9	1.492410762
-0.165754754	5.457365439	-2.671385498	0.007788997	0.032996769	-2.954096652	SLC35A5	1.481528584
-0.171513147	6.981493953	-2.65955443	0.008064068	0.033857586	-3.00832138	ALDH9A1	1.47034401
0.176575566	6.043656128	2.644517155	0.008426256	0.035003884	-3.044678667	CYB561	1.455883764
-1.509970147	1.820176731	-2.642825546	0.008467899	0.035086635	-2.601123081	SLC22A6	1.454858281
-0.243357129	4.703818021	-2.632142437	0.008735185	0.035857188	-3.000479904	GCNT2	1.445423772
-0.135041304	4.668670158	-2.624918414	0.008920186	0.03635053	-3.028444071	HSDL1	1.439489253
-0.165179646	5.504975247	-2.622290009	0.008988363	0.036527475	-3.074418046	ALG2	1.437380348
-0.312601069	7.908834164	-2.60137882	0.009547609	0.038077273	-3.139495218	ACSL1	1.419334162
0.14442477	5.995218423	2.571170521	0.010410457	0.040476711	-3.228340383	SLC35B2	1.392794784
-0.180304802	5.092900311	-2.558879897	0.010780986	0.041519842	-3.227019289	SLC48A1	1.381744308
-0.223074317	5.526769683	-2.556187357	0.010863712	0.041681031	-3.253492968	SLC25A24	1.380061547
0.317878443	5.596453431	2.553593035	0.010943955	0.041918384	-3.267795289	ALDH3B1	1.377595468
0.127831834	8.131470975	2.544929634	0.011215757	0.042732294	-3.261800947	DDOST	1.369243792
0.206853816	6.511377407	2.532813772	0.011605956	0.043766682	-3.32728584	ABCB3	1.358856376
-0.240466629	3.983000366	-2.490678964	0.013058648	0.047791082	-3.272373523	SLC35A3	1.320653137
0.217131071	3.939102266	2.487659695	0.013168686	0.048071137	-3.293035981	SLC37A1	1.318115606
-0.205500216	6.473019444	-2.486452965	0.013212895	0.048138963	-3.439095142	MGAT4A	1.317503269
-0.222289918	3.008280146	-2.486101054	0.013225812	0.048148498	-3.162260479	CCBL1	1.317417256
0.190064199	7.449317505	2.476262383	0.013591509	0.049116042	-3.449256467	GSTK1	1.308776638
-0.207361955	4.48428918	-2.475577309	0.013617303	0.049163391	-3.352655366	GSTA4	1.30835817
0.227235371	7.603455392	2.431220371	0.015382518	0.053471051	-3.556592215	GPX4	1.27188128
0.415980851	5.757278785	2.398915191	0.016792352	0.056698261	-3.640243956	SLC7A7	1.246430261
-0.39055123	2.502892452	-2.361904841	0.018546271	0.061031911	-3.351962408	CYP26B1	1.214443031
-0.183383968	5.161080396	-2.360585538	0.018611655	0.061157724	-3.692996541	SLC25A46	1.213548685
-1.119557087	2.586624973	-2.357866675	0.018747041	0.061465452	-3.272529116	SLC10A2	1.21136892
0.308413044	2.865075463	2.348323675	0.019229096	0.062617235	-3.444044669	COMTD1	1.203306114
-0.15080793	6.582593473	-2.333151781	0.020017866	0.064465084	-3.795064556	SLC12A4	1.190675447
0.149979626	4.647468024	2.32946312	0.020213863	0.064979453	-3.743032261	NAA25	1.187223949
-0.182799218	5.54064017	-2.316463425	0.02091805	0.066725859	-3.813425425	SLC31A1	1.175705827
0.115589859	3.747438958	2.314147645	0.02104572	0.066913831	-3.632119972	ALG6	1.174484105
-0.161846878	6.147818251	-2.305342939	0.021537362	0.068129336	-3.85566678	ABCD3	1.166665844
-0.335108011	3.321042778	-2.305086223	0.021551846	0.068142826	-3.595755622	SLC2A10	1.166579859
0.436735189	5.053400661	2.280743032	0.022964502	0.071453881	-3.880151547	CYP1B1	1.145974178
-0.402506147	3.696831087	-2.265633983	0.023881294	0.073510194	-3.743446335	INMT	1.133652431
0.555170942	4.264992329	2.254829744	0.024556249	0.074988634	-3.881442745	ABCC2	1.125004557
-0.1750573	5.42428552	-2.251177503	0.024788128	0.075525063	-3.959501767	SLC46A1	1.121908904
0.243133074	4.933982728	2.2278102	0.026317197	0.078679442	-3.98348745	SLC25A37	1.104138729
-0.129056977	3.374975786	-2.219979452	0.026847582	0.079769678	-3.77643385	SLC10A7	1.098162161
-0.149647774	4.740116696	-2.201841072	0.028111786	0.082414264	-3.993820034	SLC20A2	1.083997615
-0.377457487	5.361546171	-2.198805949	0.028328277	0.08282575	-4.079270781	SLC6A12	1.081834623
-0.273708909	6.008081822	-2.19247815	0.028784266	0.083825989	-4.101848065	ABCC4	1.076621314
-0.390463414	7.245504959	-2.190147911	0.028953775	0.084236318	-4.09678451	SLC4A4	1.074500625
-0.416438812	3.326531002	-2.180811107	0.029641638	0.085710474	-3.84915153	MGAT5	1.066966103
-0.175490554	4.095516323	-2.175444313	0.030043365	0.086572232	-4.006096514	CYP2U1	1.062621385
0.171156231	6.506057616	2.17253259	0.030263277	0.086985591	-4.145513435	SLC15A4	1.060552681
0.111455465	4.955223531	2.154543324	0.031652933	0.089934038	-4.137721792	ALG1	1.046075907
-0.212473703	4.231545713	-2.139234285	0.032878428	0.092523117	-4.077160599	SLC25A25	1.033749745
-0.21868376	5.085516941	-2.138495687	0.032938569	0.092610596	-4.172288805	ALDH5A1	1.033339321
-0.152865981	4.768863525	-2.13815174	0.032966608	0.092638449	-4.163080902	GALNT4	1.033208725
-0.195652327	5.660371539	-2.12487021	0.034065102	0.094865146	-4.236075389	GSR	1.022893321
-0.145780355	3.796436491	-2.122561628	0.034259208	0.09522957	-4.084519122	NAA35	1.021228177
-0.136821089	5.498183857	-2.117986939	0.03464665	0.095962745	-4.223409142	MGST2	1.017897338
0.211308264	2.875342875	2.113873763	0.034998203	0.096527831	-3.943591058	SLC25A45	1.015347452
-0.316232958	8.853067802	-2.112528226	0.035113867	0.096737914	-4.214520486	ALDH1A1	1.014403282
0.162640422	5.968871544	2.096004439	0.036561168	0.099487263	-4.298784989	SLC39A13	1.002232517
-0.187104605	6.166398146	-2.091751733	0.036941802	0.100169411	-4.308382372	DHRS7	0.99926488
0.18719229	4.350570735	2.090126629	0.037088146	0.100480435	-4.239609973	GALNT7	0.997918493
0.133909845	5.073274761	2.08350168	0.037689872	0.10157651	-4.293935643	SLC7A6	0.993206713
-0.190495416	6.587629328	-2.080699009	0.037946927	0.101962345	-4.332249775	HNMT	0.991560185
-0.174018854	5.542832341	-2.07275328	0.038683836	0.103282597	-4.339784217	MTHFR	0.98597285
-0.206295605	4.846483847	-2.072512053	0.038706397	0.103319411	-4.315291861	SLC2A13	0.985818078
-0.115764316	4.616824802	-2.069535005	0.038985759	0.103829779	-4.286480449	SLC25A12	0.98367807
-0.134833096	6.590625282	-2.068480377	0.039085135	0.104070909	-4.357812202	ALDH7A1	0.982670652
0.399731058	9.189672061	2.063428832	0.03956413	0.105156118	-4.317977511	NNMT	0.978165455
0.148660228	3.937296236	2.042786931	0.041573685	0.109045277	-4.275648941	SLC25A16	0.96239314
-0.148055137	5.356219408	-2.040765577	0.04177505	0.109451561	-4.393154087	CYB5D1	0.96077804
0.101171057	5.519937326	2.02929837	0.042933136	0.111493614	-4.410034343	SLC35B1	0.952750007
-0.182969103	6.16143169	-2.02648449	0.043221435	0.112118688	-4.434676941	ABCG1	0.950321993
0.402928026	6.950981639	2.016028366	0.044307147	0.114220021	-4.461522252	MGST1	0.942257764
-0.656755863	6.3808262	-2.015832365	0.044327717	0.114233594	-4.457014397	SLC6A13	0.942206159
0.12469947	7.152573588	2.004104195	0.045573377	0.116677752	-4.481589113	SLC38A10	0.933011947
0.080848361	5.832855509	2.001601443	0.045842992	0.117195044	-4.481221013	NAT10	0.931090754
-0.271060368	4.536411736	-1.991746731	0.046917751	0.119115547	-4.41735867	FAAH	0.924031551
-0.226694827	5.266348371	-1.98749839	0.047387593	0.119914844	-4.479879347	ALDH1B1	0.921127053
-0.707708012	7.035263586	-1.986403654	0.047509305	0.120128815	-4.505657879	NAT8	0.920352807
-0.31253638	10.98283168	-1.984073981	0.047769195	0.120543778	-4.407680794	GPX3	0.918855201
0.288244221	6.460326322	1.978977693	0.048341899	0.121598151	-4.532200193	SLC5A3	0.915073029
0.173481854	6.324464224	1.964781098	0.04996784	0.124781474	-4.555827872	SLC2A4RG	0.903849889
-0.171841144	6.651860276	-1.939907477	0.052927466	0.130430377	-4.609510134	EPHX1	0.88462125
-0.130966569	5.236118085	-1.93450969	0.053588769	0.131537084	-4.584328409	SLC27A1	0.88095179
-0.149620166	5.889804846	-1.918270537	0.055620136	0.134975963	-4.644188201	SLC35F5	0.869743565
0.161124569	8.133844262	1.914373027	0.056117139	0.135708012	-4.621624501	SAT1	0.867394511
0.112569095	5.202468577	1.911821018	0.056444571	0.136246714	-4.614691498	SLC10A3	0.865673963
-0.502240609	4.77315265	-1.902845992	0.057608793	0.138120648	-4.57425378	FMO2	0.859741393
-0.098473545	5.11054027	-1.899485234	0.058049865	0.13872834	-4.629750799	ALG5	0.85783481
-0.308525793	5.876115361	-1.898000566	0.05824561	0.138945939	-4.682769345	SLC1A1	0.857154142
0.232436714	2.623008462	1.891068433	0.059166864	0.140513844	-4.307471279	SLC6A9	0.852280885
-0.148431443	3.3294695	-1.887883326	0.059594201	0.141142583	-4.44787916	GSTCD	0.850341939
-0.12366415	5.384256245	-1.867697862	0.062362523	0.145175616	-4.701467949	SLC35B4	0.838106323
-0.604700726	5.239327384	-1.867791885	0.062349386	0.145175616	-4.713686336	SLC22A11	0.838106323
0.089602538	6.581758605	1.83978353	0.066365809	0.151971637	-4.792730401	GUSB	0.818237458
-0.215879845	4.696495241	-1.822446228	0.068957429	0.155845642	-4.757718341	SLC16A2	0.807305338
0.119405882	6.917286249	1.814058277	0.070240893	0.158199847	-4.828679528	SLC4A2	0.800793941
0.23152851	5.3586348	1.813094119	0.070389673	0.158383489	-4.80215191	SLC22A18	0.800290094
0.257060912	2.713051469	1.802683621	0.0720127	0.161264642	-4.467889624	GCNT1	0.792460843
-0.233812607	3.051735195	-1.784134481	0.074980691	0.166173804	-4.541949808	SLC25A40	0.779437438
-0.776271881	2.786923494	-1.783453257	0.07509157	0.166321329	-4.503965319	SLC13A1	0.779052053
0.149945305	6.507875171	1.776865315	0.076170804	0.16780089	-4.903807428	SLC25A1	0.77520574
0.230012264	2.745319163	1.758124883	0.079310396	0.173002136	-4.552938723	SLC45A3	0.761948535
-0.116444018	5.246213194	-1.750210049	0.080667695	0.174990504	-4.915353954	SLC41A3	0.756985518
0.110106578	4.820051181	1.745808162	0.081430715	0.176077544	-4.886037912	DHRSX	0.754296028
0.072638916	5.78772644	1.745977733	0.081401213	0.176077544	-4.935307808	NAA20	0.754296028
-0.125385575	3.858093743	-1.742515556	0.082005285	0.176882095	-4.776090926	SLC49A4	0.752316127
0.150157315	6.68429483	1.739774519	0.082486115	0.177561502	-4.966321653	SLC25A39	0.75065119
0.143118239	6.306313513	1.739389195	0.082553892	0.177674924	-4.966097073	ABCC1	0.750373862
0.239531166	8.180338002	1.719649204	0.086087075	0.18300496	-4.963080161	SLC39A14	0.737537139
0.175913873	4.737591482	1.708848548	0.088071506	0.186081472	-4.939679671	SLC36A1	0.730296867
0.158210898	4.615842633	1.707590648	0.088305009	0.186374209	-4.934927417	NAA38	0.729614187
-0.174584331	7.143674805	-1.688124763	0.091982651	0.192036815	-5.038087071	GALNT11	0.716615506
-0.667367277	6.335806362	-1.6873421	0.09213306	0.192316739	-5.041762611	SLC17A3	0.715982914
0.124655098	3.930581882	1.671721726	0.095176568	0.196924534	-4.888416029	SLC39A3	0.705700174
-0.484891099	4.39999671	-1.666241256	0.096263342	0.198580028	-4.990340441	ALDH8A1	0.702064432
0.067972827	5.019475388	1.663007444	0.096909262	0.199528038	-5.032090387	ALG8	0.699996068
-0.084044873	4.753256986	-1.657566881	0.098003796	0.201183669	-5.030788143	SLC9A6	0.696407276
-0.811346292	4.947413165	-1.651330506	0.099270592	0.203005689	-4.846709587	SLC5A12	0.692491791
-0.140579388	7.116203537	-1.647833522	0.099986649	0.204024355	-5.111735125	DHRS3	0.690317986
0.108741545	5.103880399	1.64690726	0.100177004	0.204243221	-5.073319363	SLC25A28	0.689852349
0.354981104	2.959577569	1.646430583	0.100275079	0.204350164	-4.742761423	CHST13	0.689625009
0.362175878	3.212470637	1.622513647	0.105295228	0.211542459	-4.728432396	GCNT3	0.674602452
0.210376248	7.242990162	1.617066363	0.106466121	0.213362182	-5.150868825	SULF2	0.670882556
-0.139873631	5.342846491	-1.603229552	0.109486907	0.217588138	-5.156552617	SLCO3A1	0.662364784
-0.295157039	2.222847063	-1.593561285	0.111637675	0.220707891	-4.764793147	SLC25A27	0.656182139
-0.140941255	6.274660297	-1.575142705	0.115827397	0.22685835	-5.231463679	ABCA2	0.644245231
-0.113818982	3.788510771	-1.560075466	0.119346133	0.232013769	-5.056667457	ARSK	0.634486241
0.35816475	3.780329347	1.546122919	0.122678949	0.236463173	-5.035835792	SLC5A9	0.626236487
0.134256991	4.352724138	1.544680133	0.123027704	0.236853549	-5.150872196	SLC35F2	0.625520103
-0.49830129	6.300256135	-1.544118937	0.123163568	0.237048102	-5.274784961	UGT2A3	0.625163518
-0.449204093	3.366933087	-1.523575595	0.128218384	0.244025195	-5.108615421	SLC17A1	0.612565332
-0.141214171	3.851806954	-1.521824829	0.128656543	0.244688044	-5.130908205	SLC30A6	0.611387251
-0.204430079	6.136461835	-1.521776344	0.128668694	0.244688044	-5.309240021	CYP27A1	0.611387251
-0.078113954	5.994860576	-1.507194963	0.132363669	0.249935374	-5.32538824	CYB5R1	0.602172273
0.138205549	4.986956498	1.479763815	0.139537586	0.259405549	-5.312252	SLC25A43	0.586020738
-0.152592573	7.653674688	-1.47533368	0.140723811	0.260986876	-5.354333199	SLC12A7	0.583381331
-0.110428678	4.336196932	-1.46916762	0.142387777	0.263271156	-5.283911144	CYB561D1	0.57959672
-0.104684618	5.309905222	-1.457311793	0.145629693	0.267814007	-5.360445622	SLC33A1	0.572166713
-0.117122394	5.315777523	-1.448473653	0.148083088	0.271056035	-5.36946315	SLC1A4	0.566940919
0.106871954	7.287591442	1.44479951	0.14911227	0.272389516	-5.41128154	SLC3A2	0.564809612
-0.118915427	4.085255485	-1.442524492	0.149752276	0.27317176	-5.269150848	SLC2A8	0.563564199
-0.329512343	6.28993451	-1.435612257	0.151709713	0.27583583	-5.432340237	SLCO4C1	0.559349321
0.138892439	4.87424413	1.435300626	0.15179842	0.275884259	-5.362752877	SLC41A2	0.559273078
0.083706918	5.129216604	1.430605432	0.153139729	0.277505309	-5.395598247	ALG12	0.556728704
-0.358620704	5.287205057	-1.424369222	0.154935224	0.279894573	-5.417496644	AOX1	0.553005522
-0.093155453	5.886931235	-1.403408535	0.161087704	0.288011218	-5.464783877	ACSL3	0.540590596
0.32367367	4.004686208	1.403194546	0.161151456	0.288037744	-5.306593229	CES4A	0.540550599
0.156490828	5.54176428	1.386747426	0.166108795	0.294174928	-5.468957098	ABCB6	0.531394344
0.209157743	6.237415479	1.380972022	0.167876581	0.296458614	-5.502008839	DPYSL3	0.528035926
0.067071527	5.669557815	1.377452348	0.168960841	0.297703743	-5.50320915	ABCF3	0.526215705
-0.295714613	4.710563922	-1.369165834	0.171534351	0.300708552	-5.414042648	ACSM5	0.521854221
-0.171004582	4.934002397	-1.36624945	0.172447047	0.30176952	-5.477236412	SLC8A1	0.520324628
0.065182768	4.623560166	1.351298196	0.177183388	0.308043809	-5.469912126	SLC35B3	0.511387515
0.183001014	6.602400845	1.347468401	0.178412103	0.309449093	-5.55195937	SLCO2B1	0.509410786
0.086883549	5.468409253	1.342613752	0.179978747	0.31124959	-5.542683326	SLC37A3	0.506891212
-0.225439103	3.364628805	-1.325805989	0.185481982	0.317734007	-5.253696794	SLC22A4	0.4979363
-0.421447633	5.115484752	-1.323487204	0.186250896	0.318680343	-5.547810053	GLYAT	0.496644724
0.101291406	6.779620504	1.321670954	0.186854817	0.319539534	-5.587337718	SLC35F6	0.495475402
-0.086343374	4.227380958	-1.31997266	0.187420827	0.32017045	-5.455022361	UCHL5	0.494618754
-0.079389933	3.029555844	-1.312723763	0.189851029	0.323477369	-5.256873738	SLC7A6OS	0.490156098
0.125239308	6.104079797	1.311278003	0.190338495	0.323979831	-5.59706611	ABCA3	0.489482025
-0.093972455	5.631614075	-1.309920834	0.190796931	0.324525628	-5.586778787	SLC25A44	0.488751001
-0.132972816	5.935733922	-1.30462373	0.19259403	0.326564309	-5.598752667	ARSB	0.486031282
-0.119611576	5.613768759	-1.303542361	0.192962425	0.326934035	-5.600660502	SLC25A30	0.485539865
-0.357701572	6.515594194	-1.279832317	0.201170786	0.336675906	-5.630397529	SLC28A1	0.472787963
-0.090532975	4.613363551	-1.279678334	0.201224917	0.336718648	-5.563961363	ABCB10	0.472732831
-0.149300737	2.533587876	-1.260091329	0.208197636	0.345006489	-5.213860832	SLC9B2	0.462172736
-0.076314418	5.02875123	-1.253383757	0.210625368	0.347949918	-5.633675945	SLC9A8	0.458483262
0.087202132	3.345973222	1.250985595	0.211498322	0.348951491	-5.397090708	SLC38A6	0.457234942
-0.569985286	3.091117849	-1.250623161	0.211630479	0.349071731	-5.28360601	UGT3A1	0.45708532
-0.072146268	5.400914776	-1.236434848	0.21685121	0.354998151	-5.673447595	ABCD4	0.449773909
-0.094393663	5.28780684	-1.228296004	0.219887601	0.358424398	-5.673437755	SLC39A10	0.445602436
-0.157075192	3.484698229	-1.223879817	0.221547914	0.360332797	-5.492800504	SLC19A2	0.443296207
-0.116771487	6.040813198	-1.217739339	0.223871435	0.363108924	-5.704076275	SLC43A2	0.439963077
