EGID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	neglogpadj
7355	0.338388769	4.872004346	2.97689693	0.003046006	0.039291138	-1.952395139	SLC35A2	1.405705392
64116	-0.649376456	5.50448839	-2.940954664	0.003416184	0.041778188	-2.067918049	SLC39A8	1.3790504
3491	-0.987780386	7.838879067	-2.927962361	0.003559798	0.042739922	-2.114479013	CCN1	1.369166275
7782	-0.790495501	2.386530029	-2.88942161	0.004018825	0.045334958	-2.010354128	SLC30A4	1.343566782
55244	-1.714779895	7.162883813	-2.880649432	0.00413056	0.045820123	-2.239613052	SLC47A1	1.338943749
5445	0.589613861	6.269747291	2.863175439	0.004361598	0.047389551	-2.298252017	PON2	1.324317406
493869	0.640171866	5.342680716	2.862439523	0.004371581	0.047415414	-2.275218198	GPX8	1.324080453
26503	-0.486504055	5.532991073	-2.836486659	0.004737209	0.049503201	-2.352893374	SLC17A5	1.305366718
5826	-0.349010476	5.401498248	-2.81963454	0.004989264	0.051183416	-2.399031258	ABCD4	1.290870733
21	0.562117988	6.101597186	2.811874784	0.005109365	0.051695008	-2.435320644	ABCA3	1.286551393
2876	0.548296804	7.698559507	2.797294382	0.005342143	0.053124915	-2.456842438	GPX1	1.274701752
85414	0.745524985	2.745326592	2.795033292	0.00537909	0.053234906	-2.271095072	SLC45A3	1.273803508
9027	-2.144339503	7.035282909	-2.773017377	0.005751115	0.055290517	-2.504647752	NAT8	1.257349349
387700	-1.705630866	5.757476135	-2.770311304	0.005798413	0.055473527	-2.505482437	SLC16A12	1.255914221
2327	-1.668782063	4.771638141	-2.765081786	0.005890815	0.055858397	-2.433064395	FMO2	1.252911532
6540	-1.940942478	6.383515366	-2.749141232	0.006180743	0.056943269	-2.577771408	SLC6A13	1.244557604
223	-0.371937095	6.980047607	-2.743152865	0.006292947	0.057406693	-2.618327108	ALDH9A1	1.241037471
2166	-0.807661434	4.533941474	-2.720122924	0.006741795	0.059317632	-2.584071031	FAAH	1.226816195
6582	-2.106297034	6.810916211	-2.693376083	0.007299158	0.061934069	-2.719063093	SLC22A2	1.208070386
224	-0.602103846	7.241591903	-2.670939843	0.007798305	0.064179342	-2.800814028	ALDH3A2	1.19260474
27173	0.313255332	7.657106943	2.668302718	0.007858945	0.064408344	-2.792802014	SLC39A1	1.191057867
6533	0.594289784	5.779546671	2.645369547	0.008404405	0.066652309	-2.866850669	SLC6A6	1.176184801
9962	-0.393055888	5.835855702	-2.641205082	0.008507023	0.066970057	-2.867403812	SLC23A2	1.174119331
11068	0.372608804	3.725454061	2.627251454	0.008859096	0.068437567	-2.775210033	CYB561D2	1.164705438
23443	-0.541524489	3.980841263	-2.618433076	0.009088275	0.06935333	-2.795244136	SLC35A3	1.158932681
145389	-0.387200312	3.344731708	-2.614768526	0.009185064	0.069969273	-2.751706768	SLC38A6	1.155092639
340024	-2.940453371	2.454296888	-2.578023361	0.010207797	0.074469478	-2.74724174	SLC6A19	1.12802169
11282	0.383698679	7.101884874	2.562585416	0.010666994	0.076507422	-3.066349917	MGAT4B	1.116296432
201266	0.392958712	4.52370241	2.549870965	0.011058921	0.07789528	-3.049966719	SLC39A11	1.108488857
84068	-0.312967547	3.373986715	-2.54650624	0.011164763	0.078312935	-2.902647082	SLC10A7	1.106166499
291	-0.513215026	5.820062787	-2.540248249	0.01136402	0.079239986	-3.104481543	SLC25A4	1.10105561
63027	-0.532623821	4.610198499	-2.539680985	0.011382238	0.079271801	-3.038765576	SLC22A23	1.100881275
11226	0.547346802	2.664148186	2.515332159	0.012189115	0.082856976	-2.915982815	GALNT6	1.081670921
316	-1.366876155	5.283187449	-2.514282338	0.012225019	0.082926951	-3.13667521	AOX1	1.081304302
1650	0.266550093	8.129762708	2.5118303	0.012309248	0.083118861	-3.163580378	DDOST	1.080300417
2053	-0.746184181	5.747877982	-2.50573165	0.012520978	0.083861127	-3.177268611	EPHX2	1.076439305
84263	-0.435480999	6.466441832	-2.504988159	0.01254701	0.083861127	-3.211079775	HSDL2	1.076439305
2650	0.710401691	2.712512127	2.48415375	0.013296305	0.086418644	-3.009530236	GCNT1	1.063392553
2326	-1.755365527	5.16946073	-2.478229627	0.013516483	0.087110131	-3.158552366	FMO1	1.059931333
10165	-0.348967963	5.385977804	-2.468169	0.013897808	0.088563512	-3.272965475	SLC25A13	1.05274517
9990	-0.436666465	5.222708042	-2.440231497	0.015007121	0.092727628	-3.339871824	SLC12A6	1.032790849
56548	-0.532484467	2.632085797	-2.399450301	0.016766776	0.09848495	-3.14772849	CHST7	1.006630131
6578	-0.868643689	6.987950471	-2.383610446	0.01749776	0.10074252	-3.488779609	SLCO2A1	0.99678719
6531	-2.454833086	5.813402886	-2.38158206	0.017593362	0.101071721	-3.372930554	SLC6A3	0.995370339
85365	-0.315601294	5.504293059	-2.373345526	0.0179863	0.102578528	-3.488159903	ALG2	0.988943537
9154	-1.397626407	6.514046374	-2.348502676	0.019218543	0.106503498	-3.549571401	SLC28A1	0.972636128
10463	-0.384828243	6.345633386	-2.34916464	0.019184773	0.106503498	-3.570533529	SLC30A9	0.972636128
10901	-0.420190668	5.467916293	-2.309699741	0.021291369	0.112342495	-3.626493104	DHRS4	0.949455935
114789	-0.49700035	4.239694164	-2.308376199	0.02136539	0.112483153	-3.529083445	SLC25A25	0.948912519
6536	0.576135673	2.624908654	2.295826631	0.022078489	0.114849099	-3.402342872	SLC6A9	0.939872408
115817	-0.331950938	4.268144983	-2.268118143	0.023726861	0.119466117	-3.650512978	DHRS1	0.922755252
11194	0.365764515	4.66696078	2.261461239	0.024138477	0.120508201	-3.72351779	ABCB8	0.918983397
153642	-0.350077949	3.786954716	-2.259846843	0.024239231	0.1206627	-3.598581493	ARSK	0.918426961
6890	0.417550051	7.63274431	2.235435852	0.025807853	0.125335707	-3.801088085	ABCB2	0.901925185
66035	-0.389100285	3.559586027	-2.234534866	0.025867397	0.125433375	-3.619674107	SLC2A11	0.901586892
80270	0.632347083	6.81728281	2.223897983	0.026579411	0.127209099	-3.842772268	HSD3B7	0.895481823
10050	-2.159392154	4.193204841	-2.218658314	0.026936344	0.128537003	-3.585856987	SLC17A4	0.89097183
883	-0.426278031	3.007557865	-2.193884131	0.028680738	0.133086308	-3.635463966	CCBL1	0.875866623
23491	-1.337784106	4.974024064	-2.183637301	0.02943027	0.135074158	-3.820180784	CES3	0.869427731
6560	-0.295211566	6.58389487	-2.177081348	0.029918637	0.136306301	-3.942977646	SLC12A4	0.865484068
54988	-1.026426985	4.709974294	-2.159294932	0.03127892	0.139377605	-3.851554059	ACSM5	0.855807002
160728	-2.406205394	2.806531377	-2.155541531	0.031572679	0.140207935	-3.620737794	SLC5A8	0.853227407
56996	0.318102565	5.360473741	2.14568483	0.032355435	0.141768375	-3.993054141	SLC12A9	0.848420639
51296	0.487904526	5.392248483	2.138649426	0.032924287	0.143239502	-4.004332249	SLC15A3	0.843937198
2329	-0.452278778	3.526867734	-2.127721057	0.033824931	0.145015004	-3.821515683	FMO4	0.838587061
6561	-2.267119693	2.78956668	-2.122476696	0.034264586	0.146230519	-3.672666776	SLC13A1	0.834961979
221	0.555184473	5.594286431	2.118429476	0.03460722	0.146929361	-4.057484143	ALDH3B1	0.83289141
6519	-0.897341559	8.94623466	-2.08963259	0.037130903	0.152791979	-4.073522811	SLC3A1	0.815899444
9619	-0.394268471	6.159895974	-2.076664682	0.038317721	0.155609587	-4.13860295	ABCG1	0.80796365
7915	-0.451156919	5.082010621	-2.068764949	0.039056437	0.157376336	-4.114086015	ALDH5A1	0.80306057
4245	0.222929504	7.889466508	2.066880621	0.039234424	0.157862594	-4.143827744	MGAT1	0.801720765
79807	-0.345798603	3.328274386	-2.064113037	0.039497093	0.158473592	-3.939496851	GSTCD	0.800043098
79868	-0.266848206	4.770123111	-2.058498019	0.040034611	0.159560648	-4.116664559	ALG13	0.797074209
91137	-0.336964075	5.158719177	-2.054128908	0.040457153	0.160371555	-4.150211158	SLC25A46	0.79487266
83693	-0.222471136	4.667836351	-2.043525926	0.041498375	0.163037518	-4.140912419	HSDL1	0.787712445
2686	-0.410508655	4.383547024	-2.039437483	0.041905899	0.163798796	-4.122245955	GGT7	0.785689295
79087	0.247804477	5.127979418	2.017838049	0.044115668	0.169517431	-4.223890277	ALG12	0.770785638
55959	0.552153254	7.243529445	2.016298775	0.044276844	0.169908241	-4.248477639	SULF2	0.769785556
411	-0.431360785	5.934736307	-2.013292332	0.044593083	0.170566007	-4.25794922	ARSB	0.768107517
10478	-0.169963738	4.596554576	-2.008395102	0.045112298	0.171659948	-4.19528395	SLC25A17	0.765331023
84316	0.387315982	4.616299239	1.998746479	0.046150233	0.174258191	-4.228604074	NAA38	0.758806799
79829	0.258820868	4.224332107	1.989863693	0.047123544	0.176687035	-4.231542609	NAA40	0.752795317
6542	0.702943382	5.699499884	1.988749262	0.047246869	0.176870358	-4.294952357	SLC7A2	0.752344945
57404	-0.220004568	4.744718607	-1.983644423	0.047815265	0.17837199	-4.268057428	CYP20A1	0.748673342
55324	0.201678719	5.669131103	1.972825959	0.049038908	0.180932676	-4.338365574	ABCF3	0.742482994
116085	-2.18549494	3.115414154	-1.968038275	0.049588784	0.182295169	-3.965568059	SLC22A12	0.73922484
10249	-1.402187794	5.114211509	-1.966485843	0.049768193	0.182459046	-4.27309791	GLYAT	0.7388346
1807	-1.341908795	4.986048173	-1.957526967	0.05081424	0.184646498	-4.247323228	DPYS	0.733658925
4249	-0.813911896	3.326968168	-1.955410322	0.05106406	0.184983524	-4.097933176	MGAT5	0.732866951
56052	0.213152234	4.952831706	1.955515026	0.051051678	0.184983524	-4.339501898	ALG1	0.732866951
7351	0.476819691	6.334715827	1.944376191	0.052383144	0.187567085	-4.399807537	UCP2	0.726843371
51635	-0.365022956	6.165117417	-1.937294651	0.053244674	0.189216212	-4.409434391	DHRS7	0.723041656
29957	-0.357296666	5.526281059	-1.934003874	0.053649047	0.190244372	-4.402275507	SLC25A24	0.720688182
6523	-1.868018749	4.034646414	-1.917386751	0.055730448	0.194816705	-4.181101215	SLC5A1	0.710373806
159963	-2.044220731	4.936453094	-1.911810778	0.056443818	0.196146014	-4.193380561	SLC5A12	0.707420513
220	0.689930784	3.848346812	1.905101895	0.057312216	0.197995298	-4.38173884	ALDH1A3	0.703345123
10166	0.335272364	3.138645826	1.904849486	0.057345104	0.198050819	-4.218233479	SLC25A15	0.703223357
51144	-0.299043822	6.264105173	-1.904014501	0.057454013	0.198136429	-4.473514213	HSD17B12	0.703035669
284439	-0.444941835	5.123490002	-1.885844619	0.059866975	0.202893054	-4.442921947	SLC25A42	0.692732821
1728	0.393569492	5.483393005	1.883468044	0.06018873	0.203383994	-4.488662186	NQO1	0.691683228
55343	0.205739571	4.773834074	1.874739507	0.061382814	0.205303131	-4.470991027	SLC35C1	0.687604427
55315	0.381640841	3.415782789	1.867982747	0.062320605	0.207447643	-4.32740052	SLC29A3	0.683091495
51629	0.338057683	6.683128593	1.865837488	0.062620826	0.208035393	-4.542937423	SLC25A39	0.681862772
55032	-0.244988467	5.457028693	-1.863865251	0.062897891	0.208729869	-4.521463384	SLC35A5	0.680415399
55972	-0.517651237	3.048561666	-1.853962478	0.064304463	0.211658373	-4.24607094	SLC25A40	0.674364547
253512	-0.357526321	5.609152615	-1.839677683	0.066379236	0.216689752	-4.577441197	SLC25A30	0.664161627
125206	-1.526860237	4.818646562	-1.839484699	0.06640764	0.216700402	-4.373441142	SLC5A10	0.664140283
9245	0.819516177	3.207725351	1.825607291	0.068476625	0.220522071	-4.268948096	GCNT3	0.656547938
5825	-0.266997986	6.145538254	-1.801150587	0.072252099	0.22776043	-4.654240303	ABCD3	0.642521726
29880	-0.195905535	5.109940026	-1.790922404	0.073880967	0.230031031	-4.621886828	ALG5	0.638213574
10559	-0.224102405	4.809121403	-1.78746466	0.074438386	0.230760958	-4.609380267	SLC35A1	0.636837667
80221	0.466022357	3.500713295	1.779517067	0.075732679	0.23329944	-4.506883177	ACSF2	0.632086304
283537	-0.360635072	5.218553545	-1.778985437	0.07581991	0.233385018	-4.659388963	SLC46A3	0.631927027
64902	-1.354009565	4.7689799	-1.766914632	0.077822736	0.236337896	-4.601222156	AGXT2	0.626466635
9356	-2.135449449	1.822593957	-1.75997873	0.078992975	0.238578502	-4.188624914	SLC22A6	0.622368693
199857	-0.216155105	3.374290504	-1.755643515	0.079731684	0.239419223	-4.43401844	ALG14	0.620840983
285195	0.506482454	4.293178178	1.748474684	0.080965581	0.241156207	-4.644589937	SLC9A9	0.617701556
144245	-0.260755193	4.06350365	-1.745252458	0.081525231	0.24190543	-4.602168342	ALG10B	0.616354383
23446	-0.255301233	6.290973872	-1.739874643	0.082466283	0.243446013	-4.760148405	SLC44A1	0.613597334
79085	-0.296225014	7.051383551	-1.737653095	0.082857595	0.244075511	-4.763083401	SLC25A23	0.612475793
501	-0.237806862	6.589164538	-1.732631397	0.083747699	0.245775392	-4.771728151	ALDH7A1	0.609461603
120227	-0.233575415	3.174899332	-1.729487717	0.084308862	0.246807225	-4.499211485	CYP2R1	0.607642131
2939	-1.682442224	5.479431536	-1.710118987	0.087833935	0.253224052	-4.585517002	GSTA2	0.596495046
79612	-0.248068966	3.511940318	-1.708934435	0.088053333	0.25367028	-4.611983543	NAA16	0.595730412
1468	0.411274873	4.624658425	1.703899186	0.088990892	0.254981618	-4.750603722	SLC25A10	0.593491127
10479	-0.183077213	4.751439021	-1.699618195	0.089794338	0.256365556	-4.758880058	SLC9A6	0.591140325
57106	0.440091871	3.853104948	1.693575464	0.09093838	0.258254473	-4.68225132	NAT14	0.587952148
10347	0.425797924	3.242181701	1.689846287	0.091650253	0.259341246	-4.63076471	ABCA7	0.586128407
215	0.282195977	4.794012119	1.681587055	0.093242873	0.26208146	-4.782761275	ABCD1	0.581563701
6567	-0.422408229	4.69758849	-1.677299282	0.09407842	0.263328696	-4.786322259	SLC16A2	0.579501811
4524	-0.295530905	5.542765798	-1.667635488	0.095983659	0.265851259	-4.864406055	MTHFR	0.575361279
6296	-0.486650263	4.657497612	-1.664859323	0.096536676	0.266697565	-4.767487061	ACSM3	0.573980949
9016	-0.196784781	2.757658062	-1.655248562	0.098470923	0.2695078	-4.524368167	SLC25A14	0.569428661
6575	-0.237962131	4.742332762	-1.652875396	0.09895329	0.270262732	-4.811130677	SLC20A2	0.568213837
11136	-1.139491496	3.346607035	-1.648543929	0.099838574	0.27204972	-4.518528808	SLC7A9	0.565351717
55867	-1.176757028	5.241639918	-1.631602649	0.103362105	0.277477892	-4.86354745	SLC22A11	0.556771613
54733	0.295535323	4.350167684	1.630933614	0.103503264	0.277666956	-4.82556259	SLC35F2	0.556475801
9963	0.828112634	2.600216361	1.615968753	0.106701016	0.282284584	-4.607904931	SLC23A1	0.549312839
118881	0.439483176	2.863395064	1.608537889	0.108317794	0.285173232	-4.648363096	COMTD1	0.544891242
10060	-0.496775002	4.787943244	-1.597224391	0.110816605	0.288721124	-4.896709757	ABCC9	0.53952144
124565	0.209336602	7.153460751	1.588664645	0.112737357	0.291302589	-4.996885612	SLC38A10	0.535655655
11309	0.454192539	6.606128466	1.584022446	0.113789989	0.292791065	-5.00450783	SLCO2B1	0.533442181
1593	-0.444827295	6.137134598	-1.573981909	0.116093253	0.296322116	-5.018487588	CYP27A1	0.528235934
8260	0.234195348	5.159660713	1.565288043	0.118117137	0.29986323	-5.003741084	NAA10	0.523076785
9056	0.570318262	5.752973749	1.56083104	0.119165411	0.301225808	-5.039897014	SLC7A7	0.521107822
54020	0.28272086	3.938966847	1.55089276	0.121529188	0.304612849	-4.911011778	SLC37A1	0.516251781
4363	0.267603084	6.306650844	1.547882645	0.122252341	0.305617876	-5.063025557	ABCC1	0.514821247
6555	-1.61241106	2.588429716	-1.543615231	0.123283322	0.307477274	-4.53389929	SLC10A2	0.512186978
9122	-0.469346273	6.682101648	-1.5394008	0.124308174	0.308855983	-5.07311752	SLC16A4	0.510243981
6583	-0.564249754	3.365766836	-1.534439058	0.125523283	0.310863855	-4.762818001	SLC22A4	0.507429772
2052	-0.282201794	6.65019615	-1.51794044	0.129630555	0.317474621	-5.107363541	EPHX1	0.498290987
8671	-0.568665863	7.24084425	-1.516264271	0.130053621	0.317868867	-5.10016694	SLC4A4	0.497752006
6548	0.214269673	5.285807603	1.479036041	0.139729645	0.331239137	-5.139257922	SLC9A1	0.479858356
51171	-0.435712445	4.990502306	-1.476498944	0.140408766	0.331980334	-5.09346906	HSD17B14	0.478887642
9486	0.2850529	3.372025034	1.47060139	0.141997239	0.333799943	-4.970840708	CHST10	0.476513742
788	-0.181231702	4.265943779	-1.464151163	0.143750379	0.336235991	-5.041562326	SLC25A20	0.473355801
6529	-0.563729814	2.670721415	-1.46080563	0.144666211	0.337373063	-4.741451712	SLC6A1	0.471889596
120103	-0.237473059	3.377643077	-1.447267317	0.14841813	0.343072867	-4.933739097	SLC36A4	0.464613628
113189	0.199922308	5.341281827	1.443557232	0.149459219	0.344390769	-5.18664709	CHST14	0.462948498
84532	-0.293650586	6.094601526	-1.416308964	0.157277332	0.354159682	-5.23522148	ACSS1	0.450800881
133308	-0.356790686	2.531960594	-1.415884153	0.157401634	0.354304098	-4.830825104	SLC9B2	0.450623824
6568	-0.98987393	3.368732226	-1.413877034	0.157989939	0.355085404	-4.97169636	SLC17A1	0.449667179
2181	-0.193565513	5.887789012	-1.38254551	0.167391321	0.367655276	-5.280539844	ACSL3	0.434559197
19	-0.309961936	6.853917714	-1.378221932	0.168721085	0.369191191	-5.297035731	ABCA1	0.43274867
4258	-0.187661899	5.497401824	-1.377470887	0.168952884	0.369362933	-5.265882813	MGST2	0.43254669
55186	-0.183234833	6.26793051	-1.371201839	0.170897099	0.371612839	-5.310928471	SLC25A36	0.42990929
89845	0.205076761	3.863188936	1.368924712	0.171607448	0.37219538	-5.189395035	ABCC10	0.429229022
91252	0.223756246	5.968670966	1.368509678	0.171737156	0.372222856	-5.309958343	SLC39A13	0.429196963
284613	-0.217199368	4.333926769	-1.362811318	0.173525478	0.374482985	-5.212771528	CYB561D1	0.42656791
80255	-0.221793106	5.888895134	-1.34847982	0.178084783	0.379524925	-5.333837328	SLC35F5	0.420759697
80736	-0.693983803	3.458847239	-1.348031649	0.178228789	0.379566084	-5.088619953	SLC44A4	0.420712601
4837	0.546825078	9.193230947	1.329001184	0.184424114	0.38844875	-5.306944083	NNMT	0.410666272
79939	0.142533656	6.719525051	1.328124198	0.18471342	0.388875572	-5.366720307	SLC35E1	0.410189337
79796	-0.094280641	5.103812111	-1.325401931	0.185613607	0.390346623	-5.324793259	ALG9	0.408549573
113612	-0.224384538	4.093206352	-1.313027175	0.189746665	0.395866198	-5.243076043	CYP2U1	0.40245158
2180	-0.328073491	7.908293834	-1.296017909	0.195538033	0.403442785	-5.388827786	ACSL1	0.394218047
51310	-0.419882704	4.751793924	-1.292610734	0.196713579	0.404663026	-5.339592652	SLC22A17	0.392906475
54978	0.207860733	6.777347732	1.289146755	0.197914037	0.40613933	-5.413618348	SLC35F6	0.391324952
6515	-0.40054728	6.929935592	-1.285920941	0.199036783	0.407795767	-5.418643496	SLC2A3	0.389557287
29015	0.293947937	5.842788116	1.28413621	0.199659961	0.408654042	-5.411854768	SLC43A3	0.388644201
10237	0.134662845	5.518782425	1.283830222	0.199766947	0.408801969	-5.39597192	SLC35B1	0.388487021
124936	-0.171263875	4.900024941	-1.279841198	0.201165516	0.410309366	-5.363568644	CYB5D2	0.386888569
4257	0.541004878	6.947501566	1.279906036	0.201142726	0.410309366	-5.423059987	MGST1	0.386888569
283375	-0.940778739	4.432765382	-1.272471627	0.203768135	0.413363554	-5.283026105	SLC39A5	0.383667817
64577	-0.796604851	4.400157715	-1.265489582	0.20625649	0.416751649	-5.322568588	ALDH8A1	0.380122673
216	-0.398290374	8.849694141	-1.265602058	0.20621623	0.416751649	-5.388507719	ALDH1A1	0.380122673
2651	-0.242156541	4.701934736	-1.23584279	0.217068965	0.430182022	-5.38705323	GCNT2	0.366347743
3295	-0.167323373	6.846420948	-1.227227524	0.220286393	0.434412734	-5.489813032	HSD17B4	0.362097453
197322	0.200133959	4.152049154	1.220729331	0.222735783	0.436611092	-5.390804759	ACSF3	0.359905235
6563	-0.518334485	2.66316322	-1.219798774	0.223088135	0.436750403	-5.054584096	SLC14A1	0.359766686
2542	-0.261135295	7.492152977	-1.220150761	0.22295481	0.436750403	-5.487485957	SLC37A4	0.359766686
6576	0.216707711	6.506680741	1.220009083	0.223008468	0.436750403	-5.499340902	SLC25A1	0.359766686
2954	-0.25307936	3.558365336	-1.21677445	0.224236049	0.438311692	-5.265542631	GSTZ1	0.358216944
80018	0.164623234	4.646498681	1.216062911	0.224506735	0.438476918	-5.43986516	NAA25	0.358053264
6539	-0.442655671	5.35865867	-1.210406001	0.226667091	0.440722854	-5.490016069	SLC6A12	0.355834428
3028	0.163167919	5.693085979	1.20870815	0.227318387	0.441478997	-5.496495493	HSD17B10	0.355089953
54407	-0.159759955	7.748199127	-1.199072473	0.23103998	0.444746297	-5.488187455	SLC38A2	0.351887659
11320	-0.20848267	6.472552482	-1.195727146	0.232342146	0.446139445	-5.527239686	MGAT4A	0.350529377
9197	-0.180778267	5.307771219	-1.195430386	0.232457911	0.44623583	-5.482803628	SLC33A1	0.350435561
84138	-0.152440152	3.028497613	-1.191826285	0.233867138	0.447846063	-5.194652803	SLC7A6OS	0.348871239
114134	-0.250974838	4.843918943	-1.189287222	0.234863568	0.448622518	-5.4908973	SLC2A13	0.348118931
2947	-0.378584253	4.590816648	-1.176998439	0.239728776	0.453758566	-5.440132557	GSTM3	0.343175163
1809	0.374228844	6.238737924	1.172999219	0.241327355	0.455612739	-5.545251541	DPYSL3	0.341404141
23456	-0.174467335	4.613501689	-1.171157908	0.242065894	0.456056635	-5.474043794	ABCB10	0.340981222
10560	-0.320503327	3.491228193	-1.170623943	0.242280362	0.456241736	-5.337205481	SLC19A2	0.340804989
126969	-0.287034838	5.196564534	-1.160295969	0.246455001	0.460389152	-5.525997367	SLC44A3	0.336874918
373156	0.187272892	7.4470948	1.151640641	0.249992275	0.464861771	-5.559995028	GSTK1	0.332676168
10061	0.118831518	5.776785012	1.147190951	0.251824558	0.46675131	-5.575249813	ABCF2	0.330914454
6303	0.203670154	8.135804879	1.14602587	0.252305861	0.467422703	-5.543970731	SAT1	0.330290197
284723	-0.469846899	2.224040946	-1.139150489	0.255159216	0.470344281	-5.021188965	SLC25A34	0.327584132
9368	-0.227448411	7.59733576	-1.135985049	0.256480444	0.471595657	-5.575883734	SLC9A3R1	0.326430203
6584	-0.278442029	6.309981771	-1.117090638	0.264465874	0.480353886	-5.611935911	SLC22A5	0.318438692
81894	0.154822427	5.1035984	1.108844621	0.268004248	0.484538843	-5.578534561	SLC25A28	0.314671402
6541	0.27943465	5.921798875	1.092359018	0.275175689	0.493804534	-5.63819085	SLC7A1	0.306444927
2936	-0.210797867	5.65786943	-1.080324865	0.280492925	0.49862116	-5.642275193	GSR	0.302229295
2678	0.487878035	6.988998678	1.078538333	0.281288223	0.499507147	-5.650596313	GGT1	0.301458293
81539	0.213487403	8.295105195	1.062058522	0.288696784	0.506818885	-5.623203971	SLC38A1	0.295147211
79799	-0.72378031	6.297137475	-1.060068393	0.289600298	0.507835425	-5.6681396	UGT2A3	0.294277007
84869	-0.144792723	4.713002175	-1.036481051	0.300454314	0.518226487	-5.62493323	CBR4	0.285480394
55652	-0.155682601	5.092930037	-1.036520726	0.300435831	0.518226487	-5.655353648	SLC48A1	0.285480394
